"#","St","Address","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1","S","980 101 Street SW","A2195915","Detached","West Springs","06/18/2025","$5,998,800.00","$5,400,000.00","9,032","Calgary","2012","86","Mark Evernden","CEVERNMA","","Mark Evernden","CEVERNMA","","CAL Zone W"
"1","S","1014 Dorchester Avenue SW","A2214096","Detached","Upper Mount Royal","06/10/2025","$4,250,000.00","$4,455,000.00","5,489","Calgary","2018","34","Andrea Nemeth","CNEMETAN","","Jemmie Li","CLIJE","","CAL Zone CC"
"1","S","400 Eau Claire Avenue SW Unit#1801","A2132204","Apartment","Eau Claire","06/24/2025","$4,750,000.00","$4,150,000.00","5,255","Calgary","1995","405","Dennis Plintz","CPLINTDE","CRENEADE","Joel Semmens","CSEMMEJO","","CAL Zone CC"
"1","S","2700 Carleton Street SW","A2182174","Detached","Upper Mount Royal","06/02/2025","$4,200,000.00","$3,985,000.00","5,214","Calgary","2006","41","Gordon  Ross","CROSSGO1","","Jordan Smeaton","CSMEATJO","","CAL Zone CC"
"1","S","1105 Premier Way SW","A2220452","Detached","Upper Mount Royal","06/06/2025","$3,700,000.00","$3,625,000.00","3,587","Calgary","2013","23","Erin Ferguson","CFERGUER","","Kirsten Gingras","CGINGRKI","CALEXAMA","CAL Zone CC"
"1","S","3839 8 Street SW","A2218053","Detached","Elbow Park","06/20/2025","$3,195,000.00","$3,075,000.00","3,742","Calgary","2024","42","Tannis Biddell","CBIDDETA","","Jordan Lotoski","CLOTOSJO","","CAL Zone CC"
"1","S","920 Crescent Boulevard SW","A2213543","Detached","Britannia","06/02/2025","$2,989,000.00","$2,900,000.00","4,252","Calgary","2002","10","John McNeill","CMCNEIJO","","John McNeill","CMCNEIJO","","CAL Zone CC"
"1","S","413 Crescent Boulevard SW","A2197621","Detached","Elboya","06/17/2025","$3,075,000.00","$2,850,000.00","2,947","Calgary","2019","103","Al Sarpalius","CSARPAAL","","Susan Rust","CRUSTSU","","CAL Zone CC"
"1","S","147 Lake Placid Place SE","A2223564","Detached","Lake Bonavista","06/18/2025","$2,500,000.00","$2,750,000.00","2,977","Calgary","1978","8","Jamie Newton","CNEWTOJA","","Jamie Newton","CNEWTOJA","","CAL Zone S"
"1","S","646 Crescent Boulevard SW","A2207264","Detached","Elboya","06/09/2025","$2,898,900.00","$2,750,000.00","3,265","Calgary","2025","69","Jill Conroy","CCONROJI","CLESLIWA","Gary Cronin","CCRONIGA2","","CAL Zone CC"
"1","S","313 Silverado Ranch Manor SW","A2212786","Detached","Silverado","06/02/2025","$2,999,999.00","$2,630,000.00","5,228","Calgary","2011","45","Sahil Chhabra","CCHHABSA","CASSADAN","Suman Brar","CBRARSU4","","CAL Zone S"
"1","S","817 Rideau Road SW","A2227764","Detached","Rideau Park","06/11/2025","$2,395,000.00","$2,445,000.00","2,475","Calgary","1929","7","Jordan Lotoski","CLOTOSJO","","Non Board Member","CNONMEMB","","CAL Zone CC"
"1","S","110 7 Street SW Unit#1201","A2222249","Apartment","Eau Claire","06/20/2025","$2,400,000.00","$2,400,000.00","4,832","Calgary","2003","34","Linda Van Dijk","CVANDILI","CSTUBBSKI","Ayla McKean","CMCKEAAY","CHAVREJU","CAL Zone CC"
"1","S","841 Rideau Road SW","A2228056","Detached","Rideau Park","06/17/2025","$2,165,000.00","$2,385,000.00","3,004","Calgary","1975","6","John McNeill","CMCNEIJO","","Derek Davidson","CDAVIDDE1","","CAL Zone CC"
"1","S","4608 Coronation Drive SW","A2228129","Detached","Britannia","06/12/2025","$2,375,000.00","$2,375,000.00","2,791","Calgary","1956","0","Matt Williams","CWILLIMA3","","Gary Cronin","CCRONIGA2","CROONEDO","CAL Zone CC"
"1","S","4 Hawthorne Crescent NW","A2217788","Detached","Hounsfield Heights/Briar Hill","06/05/2025","$2,495,000.00","$2,300,000.00","2,907","Calgary","2010","29","Joel Semmens","CSEMMEJO","","Jacqueline Thorogood","CTHOROJA","","CAL Zone CC"
"1","S","2005 48 Avenue SW","A2195640","Detached","Altadore","06/06/2025","$2,399,000.00","$2,255,000.00","3,683","Calgary","2017","104","Vivienne Huisman","CFEICKVI","","Kristin Fehr","CFEHRKR","","CAL Zone CC"
"1","S","246 Eagle Ridge Drive SW","A2226756","Detached","Eagle Ridge","06/23/2025","$2,195,000.00","$2,195,000.00","3,124","Calgary","1961","11","Matt Williams","CWILLIMA3","","Tanya Eklund","CEKLUNTA","","CAL Zone S"
"1","S","1451 Varsity Estates Drive NW","A2193677","Detached","Varsity","06/12/2025","$2,050,000.00","$2,150,000.00","2,441","Calgary","1975","106","Tracy Gibbs","CGIBBSTR","","Josh Methot","CMETHOJO","","CAL Zone NW"
"1","S","3719 Kerrydale Road SW","A2205225","Detached","Rutland Park","06/02/2025","$2,100,000.00","$2,070,000.00","2,901","Calgary","2015","69","Tudor Constantinescu","CCONSTTU","","Todd Renneberg","CRENNETO","","CAL Zone W"
"1","S","81 Trasimeno Crescent SW","A2216883","Detached","Currie Barracks","06/28/2025","$2,150,000.00","$2,050,000.00","3,603","Calgary","2019","56","Les Kiss","CKISSLE","","Rebecca Beninger","CBENINRE","","CAL Zone W"
"1","S","36 Cuthbert Place NW","A2228758","Detached","Collingwood","06/25/2025","$2,000,000.00","$2,000,000.00","3,388","Calgary","2025","19","Justin Warthe","CWARTHJU","","Alexandra La Barbera","CLABARAL","","CAL Zone NW"
"1","S","1109 Dorchester Avenue SW","A2224138","Detached","Upper Mount Royal","06/27/2025","$2,150,000.00","$1,960,000.00","2,378","Calgary","2007","35","Kim Vink","CVINKKI","","Mike Hannah","CHANNAMI","CHAVREJU","CAL Zone CC"
"1","S","6930 Leaside Drive SW","A2226820","Detached","Lakeview","06/19/2025","$1,750,000.00","$1,925,000.00","1,931","Calgary","1967","1","Ron Garneau","CGARNERO1","CROEAN","Aly Remtulla","CREMTUAL","","CAL Zone W"
"1","S","330 11 Street NW","A2224931","Detached","Hillhurst","06/20/2025","$2,050,000.00","$1,925,000.00","2,326","Calgary","2017","10","Wendy Lambkin","CLAMBKWE","","Wendy Lambkin","CLAMBKWE","","CAL Zone CC"
"1","S","12 Spring Willow Way SW","A2226178","Detached","Springbank Hill","06/07/2025","$1,888,000.00","$1,915,000.00","3,578","Calgary","2005","2","Rachelle Starnes","CSTARNRA","CTAGGANI","Ginny Webster","CWEBSTGI","","CAL Zone W"
"1","S","3475 Springbank Drive SW","A2214739","Detached","Springbank Hill","06/17/2025","$1,999,900.00","$1,900,000.00","3,949","Calgary","2006","53","Angela Falagaris","CHASAPAN","","Artem Bavolskyi","CBAVOLAR","","CAL Zone W"
"1","S","1512 21A Street NW","A2204649","Detached","Hounsfield Heights/Briar Hill","06/23/2025","$2,000,000.00","$1,900,000.00","3,266","Calgary","2014","94","Conor Elder","CELDERCO","CPARRYRY","Conor Elder","CELDERCO","","CAL Zone CC"
"1","S","539 23 Avenue SW","A2233748","Row/Townhouse","Cliff Bungalow","06/27/2025","$1,900,000.00","$1,890,000.00","2,676","Calgary","2016","4","Pedro Villamar","CVILLAPE","","Philip Bamber","CBAMBEPH","","CAL Zone CC"
"1","S","8990 9 Avenue SW","A2216085","Detached","West Springs","06/12/2025","$2,099,999.00","$1,890,000.00","3,490","Calgary","2007","42","Puneet Aujla","CAUJLAPU","","Megan Brown","CBROWNME1","","CAL Zone W"
